cell_id,2010002N04Rik,2410006H16Rik,Abcg1,Akap13,Alas1,Anxa2,Anxa6,Apoe,Aqp1,Arhgap25,Arhgef40,Arpc1b,Atp8b5,Atpase6,Basp1,Beta-s,Blnk,Blvrb,Btnl9,C1qc,Card6,Cbfa2t3,Cbr3,Ccl5,Ccnd2,Cd160,Cd2,Cd27,Cd52,Cd63,Cd7,Cd74,Cd9,Chd3,Cma1,Cnn2,Coro1a,Cpa3,Crip1,Cst3,Ctsw,Cxcl10,Cyp11a1,Dapp1,Ddah2,Dntt,Dok2,Egr1,Elane,Emb,Epsti1,Epx,Ermap,Ets1,Eya2,F2r,Fam117a,Fam132a,Fam176b,Fam46a,Fam65a,Fcnb,Flt3,Fxyd5,Galnt6,Gas5,Gata2,Gbp2,Gimap7,Gm2a,Gm5057,Gp9,Gpr56,Grap,Gstm1,Gzma,Gzmb,H1fx,H2-Aa,H2-Ab1,H2-Eb1,H2-T10,Hba-a2,Hbb-b1,Hdc,Hmox1,Hp,Id2,Ifi27l2a,Ifi30,Ifitm1,Igfbp4,Igtp,Il10ra,Il16,Il1rl1,Il2rb,Iqgap1,Iqgap2,Irf8,Itga2b,Itgax,Itgb2,Itgb7,Itm2c,Kdm5b,Kif21b,Klf1,Klf6,Klrb1c,Klrk1,Lat,Lck,Lgals1,Lgals3,Limd2,Lmo4,Lpar6,Lpcat2,Lpin2,Lsp1,Ly6c2,Ly6d,Malat1,Mcpt4,Mcpt8,Mfsd2b,Mpl,Mpo,Mrvi1,Ms4a4b,Msn,Mt2,Muc13,Mycn,Myct1,NAAA,Napsa,Nav1,Ndrg1,Nfe2,Nkg7,Nrgn,Olfm1,Optn,P4hb,Pbx1,Pf4,Pkm2,Plbd1,Plek,Pou2af1,Prg2,Prg3,Prkch,Prss34,Ptpn18,Ptprcap,Ptpre,Ptprs,Rab19,Rab37,Rapgef3,Rnf125,Rpl23,Rpl32,Runx1,S100a10,S100a4,S100a9,Scin,Sell,Selplg,Serpina3f,Sh2d2a,Shisa5,Slc22a3,Slc45a3,Slpi,Sox4,Spns2,Tbxa2r,Tcb,Tcf7,Thy1,Tmem176b,Tmsb10,Tnks1bp1,Tpsb2,Txnip,Tyrobp,Ube2c,Unc119,Vamp5,Vim,Xcl1,Ypel3,Zbtb16,Zfpm1,Zyx,time
W36974,0.0,2.1887364,1.6018018,0.0,1.6018018,0.0,0.0,3.0354252,0.0,0.0,0.0,0.0,0.0,2.8242235,0.0,0.0,0.0,3.4872441,0.0,0.0,0.0,2.8242235,0.0,0.0,2.5561333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6018018,1.6018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8242235,1.6018018,0.0,1.6018018,0.0,3.0354252,0.0,1.6018018,2.8242235,0.0,0.0,0.0,0.0,0.0,1.6018018,0.0,0.0,0.0,0.0,0.0,1.6018018,0.0,0.0,0.0,0.0,1.6018018,0.0,0.0,0.0,2.1887364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6018018,1.6018018,0.0,0.0,0.0,0.0,0.0,0.0,2.1887364,1.6018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4872441,0.0,0.0,0.0,0.0,0.0,1.6018018,0.0,0.0,1.6018018,0.0,0.0,2.5561333,0.0,0.0,0.0,0.0,0.0,0.0,1.6018018,0.0,2.8242235,0.0,0.0,0.0,2.8242235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1887364,0.0,0.0,0.0,0.0,2.5561333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1887364,1.6018018,1.6018018,0.0,0.0,0.0,0.0,3.0354252,3.4872441,2.1887364,2.5561333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6018018,0.0,1.6018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6018018,1.6018018,2.5561333,1.6018018,0.0,0.0,1.6018018,2.1887364,0.0,0.10592324
W36975,0.0,0.0,0.0,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,0.0,3.114988,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.902878,0.0,0.0,1.6689574,0.0,1.6689574,0.0,0.0,1.6689574,0.0,0.0,1.6689574,3.114988,0.0,2.6333194,2.6333194,0.0,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,5.07733,1.6689574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,1.6689574,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5682094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2631438,0.0,0.0,0.0,0.0,2.6333194,0.0,0.0,1.6689574,0.0,0.0,1.6689574,0.0,2.902878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,0.0,3.114988,0.0,2.2631438,1.6689574,0.0,0.0,0.0,0.0,3.2898858,0.0,2.6333194,0.0,0.0,0.0,0.0,5.7673545,0.0,0.0,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,0.0,0.0,2.2631438,1.6689574,0.0,0.0,0.0,4.115663,0.0,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6689574,1.6689574,0.0,0.0,0.0,1.6689574,0.0,2.6333194,1.6689574,2.2631438,0.0,0.0,0.0,2.902878,0.0,2.2631438,0.0,0.0,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,0.0,0.0,1.6689574,0.0,0.0,0.0,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2631438,0.29431987
W36976,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.497756,0.0,0.0,0.0,4.5148234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,3.4378662,0.0,0.0,3.4378662,0.0,5.021261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20951329
W36977,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,6.486194,0.0,0.0,0.0,3.1282532,5.035903,0.0,4.882835,5.919375,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1686215,5.035903,4.4811506,3.7992601,0.0,0.0,0.0,0.0,0.0,4.7020273,0.0,4.4811506,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,3.7992601,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4811506,0.0,3.1282532,0.0,0.0,0.0,0.0,4.1972346,0.0,0.0,3.1282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7992601,0.0,0.0,0.0,3.1282532,0.0,3.1282532,0.0,3.1282532,0.0,0.0,0.0,0.0,3.1282532,0.9584802
W36978,0.0,1.327097,0.0,1.327097,1.327097,0.0,0.0,0.0,2.869063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6980278,0.0,0.0,0.0,2.2311158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327097,0.0,0.0,1.8779626,0.0,0.0,0.0,0.0,1.327097,1.327097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015073,0.0,0.0,0.0,0.0,3.813778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2311158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327097,2.4915788,0.0,0.0,0.0,0.0,0.0,0.0,2.4915788,0.0,0.0,1.8779626,0.0,0.0,0.0,0.0,0.0,1.327097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327097,0.0,0.0,0.0,1.327097,0.0,0.0,0.0,0.0,1.8779626,0.0,0.0,1.327097,2.2311158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8779626,0.0,0.0,0.0,0.0,1.327097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2311158,3.1424553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4915788,0.0,1.327097,0.0,0.0,0.0,0.0,3.356926,0.0,0.16822326
W36979,2.3519182,0.0,0.0,2.3519182,3.3849702,0.0,0.0,0.0,0.0,0.0,0.0,2.3519182,0.0,1.7496957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496957,2.7251403,0.0,0.0,2.7251403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7033453,2.7251403,1.7496957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7251403,0.0,0.0,0.0,0.0,0.0,1.7496957,0.0,0.0,2.3519182,0.0,0.0,0.0,0.0,1.7496957,0.0,0.0,0.0,0.0,0.0,0.0,2.7251403,0.0,1.7496957,0.0,1.7496957,0.0,0.0,2.7251403,0.0,0.0,1.7496957,0.0,0.0,0.0,0.0,2.7251403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496957,0.0,0.0,2.3519182,0.0,3.2094014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496957,0.0,0.0,5.622809,0.0,0.0,2.3519182,0.0,0.0,0.0,0.0,0.0,2.7251403,0.0,0.0,2.3519182,0.0,0.0,0.0,0.0,4.061033,0.0,0.0,2.7251403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496957,2.3519182,0.0,1.7496957,0.0,0.0,0.0,0.0,2.3519182,3.3849702,0.0,2.3519182,0.0,0.0,0.0,1.7496957,0.0,1.7496957,0.0,0.0,0.0,0.0,1.7496957,1.7496957,0.0,0.0,0.0,0.0,0.0,2.7251403,1.7496957,0.0,0.0,0.0,1.7496957,0.0,1.7496957,0.0,3.2094014,0.0,0.0,0.0,0.0,0.0,0.25499576
W36980,0.0,0.0,0.0,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.382219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349342,0.0,0.0,0.0,2.349342,0.0,0.0,2.349342,2.349342,0.0,0.0,3.8793628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5621243,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,3.661372,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349342,0.0,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,3.382219,0.0,0.0,0.0,0.0,2.9935973,0.0,0.0,0.0,2.9935973,3.661372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8793628,0.0,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4721313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9935973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.661372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.661372,2.9935973,2.349342,0.0,0.0,0.0,0.0,0.0,3.382219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349342,2.349342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8793628,0.0,0.0,2.349342,2.349342,0.0,0.26241904
W36981,0.0,2.1065965,0.0,2.1065965,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,3.3972182,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,3.3972182,0.0,0.0,2.1065965,2.7369895,0.0,2.7369895,0.0,0.0,0.0,0.0,3.7914653,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,3.1206298,0.0,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,2.1065965,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,2.1065965,0.0,0.0,2.7369895,2.1065965,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,3.3972182,0.0,0.0,0.0,2.7369895,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,3.3972182,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,3.613646,0.0,0.0,0.0,0.0,0.0,2.1065965,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7369895,0.0,3.1206298,3.3972182,2.7369895,0.0,0.0,0.0,0.0,2.1065965,0.0,0.07507964
W36982,0.0,0.0,0.0,2.2265546,2.5953906,1.6358733,0.0,2.2265546,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,0.0,0.0,1.6358733,0.0,1.6358733,0.0,2.5953906,0.0,0.0,2.2265546,0.0,0.0,2.864242,2.2265546,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,2.5953906,0.0,1.6358733,3.2505155,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,0.0,2.5953906,1.6358733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6358733,2.2265546,0.0,0.0,2.5953906,0.0,0.0,1.6358733,0.0,0.0,2.2265546,0.0,0.0,3.2505155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,0.0,0.0,1.6358733,2.2265546,0.0,0.0,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,0.0,0.0,0.0,1.6358733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9240954,0.0,1.6358733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.088976,0.0,0.0,0.0,0.0,2.5953906,0.0,0.0,0.0,2.2265546,0.0,0.0,2.864242,0.0,0.0,0.0,0.0,3.5284617,0.0,0.0,3.3991144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6358733,1.6358733,0.0,0.0,0.0,0.0,0.0,2.2265546,3.3991144,0.0,2.864242,0.0,0.0,0.0,1.6358733,1.6358733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2265546,0.0,0.0,2.2265546,1.6358733,3.8388786,0.0,1.6358733,1.6358733,0.0,0.0,0.0,0.0,0.0,0.1701094
W36983,0.0,0.0,0.0,3.011327,0.0,0.0,1.7627742,3.679553,3.2245765,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,3.4002473,0.0,0.0,0.0,1.7627742,0.0,0.0,3.011327,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7399206,0.0,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,2.3662329,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,2.3662329,2.3662329,0.0,0.0,2.3662329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3662329,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7627742,0.0,1.7627742,0.0,2.3662329,0.0,0.0,0.0,0.0,1.7627742,2.7399206,0.0,0.0,0.0,0.0,0.0,2.7399206,0.0,2.3662329,0.0,1.7627742,0.0,0.0,1.7627742,0.0,2.7399206,0.0,0.0,0.0,3.679553,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,2.7399206,0.0,1.7627742,0.0,2.3662329,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,2.3662329,3.4002473,0.0,2.7399206,0.0,0.0,0.0,0.0,1.7627742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7627742,1.7627742,0.0,2.3662329,2.7399206,1.7627742,0.0,0.0,0.0,2.7399206,0.0,0.0657092
W36984,0.0,2.2455857,0.0,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,5.135321,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,2.2455857,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,3.2710066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7665284,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,4.9738407,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455857,0.0,0.0,0.0,0.0,0.0,2.2455857,2.2455857,0.0,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8843477,0.0,0.0,0.0,3.944987,0.0,0.0,0.0,0.0,0.0,0.23274727
W36985,0.0,1.4586917,0.0,1.4586917,1.4586917,0.0,0.0,2.028235,2.8622952,0.0,0.0,0.0,0.0,2.028235,0.0,0.0,0.0,2.8622952,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,2.028235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586917,2.028235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,2.3888535,0.0,0.0,0.0,0.0,3.1823077,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7038655,0.0,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,2.028235,0.0,0.0,0.0,0.0,0.0,0.0,2.028235,0.0,2.3888535,0.0,0.0,0.0,3.5264575,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028235,2.8622952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0350482,0.0,0.0,0.0,0.0,0.0,0.0,3.1823077,3.0350482,0.0,1.4586917,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,1.4586917,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586917,0.0,0.0,0.0,3.3106394,0.0,0.0,0.0,0.0,2.8622952,0.0,0.14705507
W36987,0.0,2.5664275,2.5664275,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2204132,0.0,0.0,2.5664275,0.0,0.0,2.5664275,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,3.2204132,4.292039,0.0,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.292039,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444234,0.0,0.0,3.2204132,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2204132,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,2.5664275,0.0,0.0,0.0,3.893389,0.0,0.0,0.0,0.0,0.0,0.18258373
W36990,0.0,0.0,0.0,1.853502,3.9007432,0.0,0.0,0.0,0.0,0.0,0.0,3.3290086,0.0,0.0,0.0,0.0,0.0,2.4650662,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,0.0,0.0,2.4650662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1147823,0.0,0.0,3.6551914,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,5.425168,2.8417878,0.0,0.0,0.0,0.0,0.0,0.0,2.4650662,1.853502,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,2.4650662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,2.8417878,0.0,0.0,0.0,0.0,2.8417878,0.0,0.0,2.8417878,0.0,0.0,0.0,1.853502,1.853502,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3290086,0.0,1.853502,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,1.853502,0.0,1.853502,0.0,0.0,5.8448663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,4.004079,0.0,0.0,3.1147823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4650662,2.4650662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6551914,2.4650662,0.0,0.0,0.0,0.0,0.0,2.4650662,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0,0.0,3.6551914,0.0,0.0,0.0,2.8417878,0.0,0.0,0.0,0.0,1.853502,0.27797875
